1
0	25238.1
0.0001	25238.1
0.0002	25238.1
0.0003	25238.1
0.0004	25238.1
0.0005	25238.1
0.0006	25238.1
0.0007	25238.1
0.0008	25238.1
0.0009	25238.1
0.001	25238.1
0.0011	25238.1
0.0012	25238.1
0.0013	25238.1
0.0014	25238.1
0.0015	25238.1
0.0016	25238.1
0.0017	25238.1
0.0018	25238.1
0.0019	25238.1
0.002	25238.1
0.0021	25238.1
0.0022	25238.1
0.0023	25238.1
0.0024	25238.1
0.0025	25238.1
0.0026	25238.1
0.0027	25238.1
0.0028	25238.1
0.0029	25238.1
0.003	25238.1
0.0031	25238.1
0.0032	25238.1
0.0033	25238.1
0.0034	25238.1
0.0035	25238.1
0.0036	25238.1
0.0037	25238.1
0.0038	25238.1
0.0039	25238.1
0.004	25238.1
0.0041	25238.1
0.0042	25238.1
0.0043	25238.1
0.0044	25238.1
0.0045	25238.1
0.0046	25238.1
0.0047	25238.1
0.0048	25238.1
0.0049	25238.1
0.005	25238.1
0.0051	25238.1
0.0052	25238.1
0.0053	25238.1
0.0054	25238.1
0.0055	25238.1
0.0056	25238.1
0.0057	25238.1
0.0058	25238.1
0.0059	25238.1
0.006	25238.1
0.0061	25238.1
0.0062	25238.1
0.0063	25238.1
0.0064	25238.1
0.0065	25238.1
0.0066	25238.1
0.0067	25238.1
0.0068	25238.1
0.0069	25238.1
0.007	25238.1
0.0071	25238.1
0.0072	25238.1
0.0073	25238.1
0.0074	25238.1
0.0075	25238.1
0.0076	25238.1
0.0077	25238.1
0.0078	25238.1
0.0079	25238.1
0.008	25238.1
0.0081	25238.1
0.0082	25238.1
0.0083	25238.1
0.0084	25238.1
0.0085	25238.1
0.0086	25238.1
0.0087	25238.1
0.0088	25238.1
0.0089	25238.1
0.009	25238.1
0.0091	25238.1
0.0092	25238.1
0.0093	25238.1
0.0094	25238.1
0.0095	25238.1
0.0096	25238.1
0.0097	25238.1
0.0098	25238.1
0.0099	25238.1
0.01	25238.1
0.0101	25238.1
0.0102	25238.1
0.0103	25238.1
0.0104	25238.1
0.0105	25238
0.0106	25238
0.0107	25238
0.0108	25238
0.0109	25238
0.011	25238
0.0111	25238
0.0112	25238
0.0113	25238
0.0114	25238
0.0115	25238
0.0116	25238
0.0117	25238
0.0118	25238
0.0119	25238
0.012	25238
0.0121	25238
0.0122	25238
0.0123	25238
0.0124	25238
0.0125	25238
0.0126	25238
0.0127	25238
0.0128	25238
0.0129	25238
0.013	25238
0.0131	25238
